Id,Target_file,Max_correct_file,Min_incorrect_file,Delta
1,main.py,1.6967096328735352,1.7008507251739502,-0.004141092300415039
2,main.py,1.8141180276870728,1.616240382194519,0.1978776454925537
3,main.py,1.748533010482788,1.5923722982406616,0.15616071224212646
4,main.py,1.577519178390503,1.4916616678237915,0.08585751056671143
5,main.py,1.8155277967453003,1.6100835800170898,0.20544421672821045
6,main.py,1.691835641860962,1.4424018859863281,0.2494337558746338
7,main.py,1.4420197010040283,1.0132629871368408,0.4287567138671875
8,main.py,1.8494113683700562,1.6984384059906006,0.15097296237945557
9,main.py,1.6216065883636475,1.672109842300415,-0.05050325393676758
10,terminal.py,1.6190438270568848,1.374096393585205,0.2449474334716797
11,terminal.py,1.5865962505340576,1.6328420639038086,-0.04624581336975098
12,terminal.py,0.0,1.7496984004974365,-1.7496984004974365
13,terminal.py,0.0,1.5374137163162231,-1.5374137163162231
14,terminal.py,1.484229564666748,1.4902589321136475,-0.006029367446899414
15,terminal.py,1.6756019592285156,1.3642059564590454,0.3113960027694702
16,terminal.py,1.599526286125183,1.544485092163086,0.05504119396209717
17,prompt.py,0.0,1.3188905715942383,-1.3188905715942383
18,prompt.py,0.0,1.5559439659118652,-1.5559439659118652
19,prompt.py,1.6155176162719727,1.3864855766296387,0.22903203964233398
20,prompt.py,1.483609676361084,1.2714786529541016,0.21213102340698242
21,prompt.py,1.6442601680755615,1.2108216285705566,0.4334385395050049
22,prompt.py,1.6302917003631592,1.4514846801757812,0.17880702018737793
23,prompt.py,1.4119497537612915,1.2721916437149048,0.13975811004638672
24,file_manage.py,0.0,1.5200104713439941,-1.5200104713439941
25,file_manage.py,0.0,1.4700822830200195,-1.4700822830200195
26,file_manage.py,1.41300630569458,1.219698429107666,0.19330787658691406
27,file_manage.py,1.6192948818206787,1.305884838104248,0.31341004371643066
28,file_manage.py,0.0,1.51344895362854,-1.51344895362854
29,file_manage.py,1.4858968257904053,1.2344354391098022,0.251461386680603
30,file_manage.py,0.0,1.105987548828125,-1.105987548828125
31,ai_init.py,1.5337494611740112,1.513878345489502,0.019871115684509277
32,ai_init.py,0.0,1.571446418762207,-1.571446418762207
33,ai_init.py,1.742095947265625,1.5642569065093994,0.17783904075622559
34,ai_init.py,0.0,1.728757619857788,-1.728757619857788
35,ai_init.py,0.0,1.3795714378356934,-1.3795714378356934
36,ai_init.py,0.0,1.6259690523147583,-1.6259690523147583
37,ai_init.py,1.4528777599334717,1.2231823205947876,0.22969543933868408
38,agent.py,1.712685465812683,1.4089864492416382,0.3036990165710449
39,agent.py,1.684083342552185,1.6522469520568848,0.03183639049530029
40,agent.py,1.653132438659668,1.483156681060791,0.16997575759887695
41,agent.py,1.7883785963058472,1.6881834268569946,0.10019516944885254
42,agent.py,1.7830207347869873,1.665740728378296,0.1172800064086914
43,agent.py,1.7857716083526611,1.4407556056976318,0.3450160026550293
44,agent.py,1.7031306028366089,1.4713300466537476,0.23180055618286133
45,router.py,1.5217549800872803,1.3611904382705688,0.16056454181671143
46,router.py,1.6234714984893799,1.4799610376358032,0.14351046085357666
47,router.py,1.4502698183059692,1.1781773567199707,0.27209246158599854
48,router.py,0.0,1.4010900259017944,-1.4010900259017944
49,router.py,1.580148458480835,1.3216031789779663,0.25854527950286865
50,router.py,1.6431188583374023,1.5366495847702026,0.10646927356719971
51,router.py,1.7211792469024658,1.539639949798584,0.18153929710388184
52,main_model.py,1.798511028289795,1.5707073211669922,0.22780370712280273
53,main_model.py,0.0,1.2536802291870117,-1.2536802291870117
54,main_model.py,1.6269335746765137,1.5420830249786377,0.08485054969787598
55,main_model.py,1.639483094215393,1.5056593418121338,0.13382375240325928
56,main_model.py,1.5481758117675781,1.488461971282959,0.05971384048461914
57,main_model.py,1.6271417140960693,1.6176084280014038,0.009533286094665527
58,main_model.py,0.0,1.5266631841659546,-1.5266631841659546
59,file_search.py,1.7904925346374512,1.324714183807373,0.4657783508300781
60,file_search.py,1.6342101097106934,1.463646650314331,0.1705634593963623
61,file_search.py,1.5904093980789185,1.3779032230377197,0.21250617504119873
62,file_search.py,1.765183448791504,1.4463865756988525,0.31879687309265137
63,file_search.py,1.8195886611938477,1.7609350681304932,0.05865359306335449
64,file_search.py,1.6384015083312988,1.5860130786895752,0.05238842964172363
65,file_search.py,1.6128194332122803,1.4923031330108643,0.12051630020141602
66,file_address.py,1.5897353887557983,1.5159595012664795,0.07377588748931885
67,file_address.py,1.788090467453003,1.6033130884170532,0.1847773790359497
68,file_address.py,1.3835889101028442,1.2980470657348633,0.08554184436798096
69,file_address.py,1.7600841522216797,1.564363956451416,0.19572019577026367
70,file_address.py,1.43876051902771,1.116492509841919,0.322268009185791
71,file_address.py,1.5752320289611816,1.5263068675994873,0.048925161361694336
72,file_address.py,1.4872722625732422,1.02837336063385,0.4588989019393921
73,agent_prompts.py,1.4450290203094482,1.4149305820465088,0.030098438262939453
74,agent_prompts.py,1.5392606258392334,1.2958050966262817,0.24345552921295166
75,agent_prompts.py,1.6798367500305176,1.431542992591858,0.24829375743865967
76,agent_prompts.py,1.8445994853973389,1.5292613506317139,0.315338134765625
77,agent_prompts.py,1.6374568939208984,1.5353963375091553,0.10206055641174316
78,agent_prompts.py,1.6479785442352295,1.4411696195602417,0.2068089246749878
79,agent_prompts.py,1.3630980253219604,1.4337973594665527,-0.07069933414459229
101,main.py,1.535834789276123,1.3564250469207764,0.17940974235534668
102,main.py,1.7826393842697144,1.4481663703918457,0.33447301387786865
103,main.py,1.6665151119232178,1.4578913450241089,0.2086237668991089
104,main.py,1.6255563497543335,1.5688683986663818,0.05668795108795166
105,main.py,0.0,1.585073471069336,-1.585073471069336
106,main.py,1.5397077798843384,1.492579460144043,0.04712831974029541
107,main.py,1.7741270065307617,1.6011483669281006,0.17297863960266113
108,main.py,1.7926033735275269,1.368536353111267,0.42406702041625977
109,main.py,1.6856688261032104,1.6039202213287354,0.0817486047744751
110,terminal.py,1.8091164827346802,1.4544410705566406,0.35467541217803955
111,terminal.py,1.3263126611709595,1.267994999885559,0.05831766128540039
112,terminal.py,0.0,1.6074552536010742,-1.6074552536010742
113,terminal.py,1.6412540674209595,1.622115135192871,0.01913893222808838
114,terminal.py,1.6708078384399414,1.5629860162734985,0.10782182216644287
115,terminal.py,2.0274524688720703,1.3167896270751953,0.710662841796875
116,terminal.py,1.7439932823181152,1.7769017219543457,-0.03290843963623047
117,prompt.py,0.0,1.346580982208252,-1.346580982208252
118,prompt.py,1.5235545635223389,1.3273121118545532,0.19624245166778564
119,prompt.py,1.8619463443756104,1.6617283821105957,0.20021796226501465
120,prompt.py,1.7637791633605957,1.3368282318115234,0.42695093154907227
121,prompt.py,0.0,1.4624261856079102,-1.4624261856079102
122,prompt.py,0.0,1.6563985347747803,-1.6563985347747803
123,prompt.py,0.0,1.6215341091156006,-1.6215341091156006
124,file_manage.py,1.733168363571167,1.4649330377578735,0.26823532581329346
125,file_manage.py,1.73984956741333,1.6362144947052002,0.10363507270812988
126,file_manage.py,0.0,1.5488555431365967,-1.5488555431365967
127,file_manage.py,0.0,1.5676021575927734,-1.5676021575927734
128,file_manage.py,0.0,1.5147294998168945,-1.5147294998168945
129,file_manage.py,0.0,1.414794921875,-1.414794921875
130,file_manage.py,0.0,1.489208698272705,-1.489208698272705
131,ai_init.py,0.0,1.5438623428344727,-1.5438623428344727
132,ai_init.py,1.6603659391403198,1.5878766775131226,0.07248926162719727
133,ai_init.py,0.0,1.6010582447052002,-1.6010582447052002
134,ai_init.py,1.9920654296875,1.5733836889266968,0.4186817407608032
135,ai_init.py,1.813629150390625,1.5233635902404785,0.2902655601501465
136,ai_init.py,1.734008550643921,1.5488438606262207,0.1851646900177002
137,ai_init.py,1.4368904829025269,1.5079220533370972,-0.07103157043457031
138,agent.py,1.6060595512390137,1.4073529243469238,0.19870662689208984
139,agent.py,1.782289743423462,1.6742148399353027,0.10807490348815918
140,agent.py,1.6834585666656494,1.3067476749420166,0.3767108917236328
141,agent.py,1.7502245903015137,1.6328036785125732,0.11742091178894043
142,agent.py,0.0,1.4293439388275146,-1.4293439388275146
143,agent.py,1.8547507524490356,1.676306962966919,0.1784437894821167
144,agent.py,0.0,1.718418002128601,-1.718418002128601
145,router.py,0.0,1.1867992877960205,-1.1867992877960205
146,router.py,1.7914221286773682,1.6733052730560303,0.11811685562133789
147,router.py,0.0,1.6581006050109863,-1.6581006050109863
148,router.py,1.5479141473770142,1.4382028579711914,0.10971128940582275
149,router.py,0.0,1.511171817779541,-1.511171817779541
150,router.py,0.0,1.3868614435195923,-1.3868614435195923
151,router.py,1.8492069244384766,1.544905185699463,0.30430173873901367
152,main_model.py,1.6528018712997437,1.5378574132919312,0.1149444580078125
153,main_model.py,0.0,1.017366647720337,-1.017366647720337
154,main_model.py,0.0,1.5923677682876587,-1.5923677682876587
155,main_model.py,1.5013749599456787,1.3124371767044067,0.18893778324127197
156,main_model.py,1.7973272800445557,1.5711677074432373,0.22615957260131836
157,main_model.py,1.858454704284668,1.6735122203826904,0.18494248390197754
158,main_model.py,0.0,1.3401564359664917,-1.3401564359664917
159,file_search.py,1.68010413646698,1.503987193107605,0.176116943359375
160,file_search.py,1.4020373821258545,1.3385088443756104,0.06352853775024414
161,file_search.py,1.7639878988265991,1.661421537399292,0.10256636142730713
162,file_search.py,1.7317845821380615,1.3649051189422607,0.3668794631958008
163,file_search.py,1.694170355796814,1.5804200172424316,0.11375033855438232
164,file_search.py,1.650428295135498,1.4378629922866821,0.21256530284881592
165,file_search.py,1.4377620220184326,1.270660161972046,0.16710186004638672
166,file_address.py,1.6069164276123047,1.4764721393585205,0.13044428825378418
167,file_address.py,1.6055352687835693,1.4612780809402466,0.14425718784332275
168,file_address.py,1.6451399326324463,1.5873216390609741,0.05781829357147217
169,file_address.py,1.7179272174835205,1.6403164863586426,0.07761073112487793
170,file_address.py,1.375626802444458,1.2370779514312744,0.1385488510131836
171,file_address.py,1.3890063762664795,1.3137701749801636,0.07523620128631592
172,file_address.py,1.6205313205718994,1.340824842453003,0.2797064781188965
173,agent_prompts.py,1.5787508487701416,1.2513056993484497,0.3274451494216919
174,agent_prompts.py,1.6545031070709229,1.3325059413909912,0.32199716567993164
175,agent_prompts.py,1.6815837621688843,1.4371910095214844,0.2443927526473999
176,agent_prompts.py,1.7740473747253418,1.5880800485610962,0.1859673261642456
177,agent_prompts.py,1.7998085021972656,1.7360442876815796,0.06376421451568604
178,agent_prompts.py,1.7073159217834473,1.6259956359863281,0.08132028579711914
199,main.py,1.535834789276123,1.3564250469207764,0.17940974235534668
200,main.py,1.7826393842697144,1.4481663703918457,0.33447301387786865
